Provisioning Status
Subscription ID,Subscription Name,Order Id,Description,Billing Date(Anniversary Date),Offer Name,Service Name,Subs Status,Subs Extra Status,Provisioning Status
"""2f0b3aa9-b433-4063-afca-9b304cc8bcc9""","""Pay-As-You-Go""","""b490c95c-c8de-4272-afe4-88a9c799045e""","""Pay-As-You-Go""",12,,"""Azure Service Component""",Enabled,None,Provisioned

Statement
Billing Period,Meter Category,Meter Sub-category,Meter Name,Meter Region,SKU,Unit,Consumed Quantity,Included Quantity,Within Commitment,Overage Quantity,Currency,Overage,Commitment Rate,Rate,Value
6/14/2018,"""Data Management""","""9cb0bde8-bc0d-468c-8423-a25fe06779d3""",,"""Standard IO - Table Write Operation Units (in 10,000s)""",,"""10,000s""",0.0002,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/14/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/14/2018,"""Data Management""","""12da282f-7e96-49e2-983a-9a65da2a4866""",,"""Standard IO - Table Read Operation Units (in 10,000s)""",,"""10,000s""",0.0002,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/15/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/15/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000578,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/15/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000002,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/15/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/15/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/16/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/16/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000554,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/16/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",20.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000026,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/16/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",36.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""FncEAM1LbQA="",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",16.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",20.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",20.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/16/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.0000214623287320137018,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/16/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",0.000000338070094585418703,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""ImageType"":""GlobalDocumentDB""}""",,
6/16/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",36.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""FncEAM1LbQA="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Networking""","""32c3ebec-1646-49e3-8127-2cafbd3a04d8""",,"""Data Transfer In (GB)""","""Zone 1""","""GB""",2.211997,"""South Central US""","""Compute""",,"""gnosi(gnosi)""","""{}""","""{}""",,
6/17/2018,"""Azure App Service""","""505db374-df8a-44df-9d8c-13c14b61dee1""",,"""Standard Small App Service Hours""",,"""Hours""",1.283423,"""southcentralus""","""Microsoft.Web""","""yfasmaa74f""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasmaa74f/providers/Microsoft.Web/serverfarms/yfasma-hostingPlan""","""{}""","""{}""",,
6/17/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.002688,"""southcentralus""","""Microsoft.Web""","""yfasmaa74f""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasmaa74f/providers/Microsoft.Web/sites/yfasma""","""{}""","""{""AppServicePlanUri"":""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasmaa74f/providers/Microsoft.Web/serverfarms/yfasma-hostingPlan""}""",,
6/17/2018,"""App Services""","""fbb69023-77e7-4a8d-b5b7-e83c0f881786""",,"""Log Analytics Data Ingestion""","""US South Central""","""1 GB""",0.000009335,"""southcentralus""","""microsoft.insights""","""yfasmaa74f""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasmaa74f/providers/microsoft.insights/components/yfasma""","""{}""","""{}""",,
6/17/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",240.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000446,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/17/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000048,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/17/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/17/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""FncEAM1LbQA="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/17/2018,"""Data Services""","""ec40c4c2-c5db-4c7c-991f-41d31d8f2bf9""","""Cosmos DB""","""Storage (GB)""","""US West""","""GB""",0.0282258064516129065,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Networking""","""9995d93a-7d35-4d3f-9c69-7a7fea447ef4""",,"""Data Transfer Out (GB)""","""Zone 1""","""GB""",0.004277,"""South Central US""","""Compute""",,"""gnosi(gnosi)""","""{}""","""{}""",,
6/17/2018,"""Container Registry""","""984c39d8-2499-4233-8a97-fb002a809f8f""","""Standard""","""Registry Unit""",,"""Day""",0.341063,"""southcentralus""","""Microsoft.ContainerRegistry""","""rordevopsb514""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/rordevopsb514/providers/Microsoft.ContainerRegistry/registries/rordevopsb141""","""{}""","""{}""",,
6/17/2018,"""Container Registry""","""984c39d8-2499-4233-8a97-fb002a809f8f""","""Standard""","""Registry Unit""",,"""Day""",0.053507,"""southcentralus""","""Microsoft.ContainerRegistry""","""yfasmaa74f""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/yfasmaa74f/providers/Microsoft.ContainerRegistry/registries/yfasmabfdb""","""{}""","""{}""",,
6/17/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""FncEAM1LbQA="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.002688,"""southcentralus""","""Microsoft.Web""","""rordevopsb514""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/rordevopsb514/providers/Microsoft.Web/sites/ror-devops""","""{}""","""{""AppServicePlanUri"":""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/rordevopsb514/providers/Microsoft.Web/serverfarms/ror-devops-hostingPlan""}""",,
6/17/2018,"""Virtual Machines""","""8520df01-1358-4b00-91ec-2b491d44bc5b""","""A1 VM""","""Compute Hours""","""US South Central""","""Hours""",0.733348,"""South Central US""","""Compute""",,"""gnosi(gnosi)""","""{}""","""{}""",,"""Canonical"""
6/17/2018,"""Azure App Service""","""505db374-df8a-44df-9d8c-13c14b61dee1""",,"""Standard Small App Service Hours""",,"""Hours""",0.383067,"""southcentralus""","""Microsoft.Web""","""rordevopsb514""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/rordevopsb514/providers/Microsoft.Web/serverfarms/ror-devops-hostingPlan""","""{}""","""{}""",,
6/17/2018,"""Data Management""","""40551b4c-e8be-48ed-b70b-f8d25c7de724""",,"""Standard IO - Block Blob Read Operation Units (in 10,000s)""",,"""10,000s""",0.000200,"""South Central US""","""Storage""",,"""gnosi""","""{}""","""{}""",,
6/17/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/17/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/17/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",240.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Storage""","""e9549cbe-02d9-4213-b4be-22d6dfe8a3af""","""Locally Redundant""","""Premium Storage - Page Blob/P10 (Units)""","""US West""","""Units""",0.033336,"""uswest""","""Microsoft.Compute""","""EPENDYSIS""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/EPENDYSIS/providers/Microsoft.Compute/disks/ependysis_OsDisk_1_2b38d7f47ec74cd8a435155b4b732392""","""{}""","""{}""",,
6/18/2018,"""Data Management""","""b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52""",,"""Standard IO - Table Batch Write Operation Units (in 10,000s)""",,"""10,000s""",0.0146,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/18/2018,"""Networking""","""d54686f0-77ff-43f3-9e7c-2099030d32a7""","""DNS""","""DNS Queries (1M)""",,"""1M Queries""",0.000576,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/18/2018,"""Networking""","""431b835b-2538-4faa-8763-8202f3fdbbb4""","""VPN Gateway""","""VpnGw1""",,"""Hours""",8.500000,,"""Virtual Network""",,"""azure-sample-vnet""","""{}""","""{}""",,
6/18/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""FncEAM1LbQA="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",240.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""FncEAM1LbQA="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",96.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",240.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/18/2018,"""Networking""","""8f967c58-b144-4bd7-8882-8bf02767c839""","""DNS""","""Zones""",,"""DNS Zones""",0.0322580645161290348,"""global""","""Microsoft.Network""","""dns""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/dns/providers/Microsoft.Network/dnszones/louspringer.com""","""{}""","""{}""",,
6/18/2018,"""Storage""","""3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9""","""Locally Redundant""","""Standard IO - Table (GB)""",,"""GB""",0.000053,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/19/2018,"""Storage""","""5e946cfc-acc9-4a96-895b-92386fa63c9c""",,"""Standard IO - Queue Class 2 Operation Units""",,"""10K Operation Units""",0.0127,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/19/2018,"""Azure App Service""","""c0f5cb45-6fb1-41c9-8545-72ad400d9da4""",,"""Free App Service""",,"""Apps""",0.001344,"""westus""","""Microsoft.Web""","""anafora""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/anafora/providers/Microsoft.Web/sites/anafora""","""{}""","""{""AppServicePlanUri"":""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/anafora/providers/Microsoft.Web/serverfarms/WestUSPlan""}""",,
6/19/2018,"""Data Services""","""65d4ded2-41ae-43a8-bb68-3c200e1ba864""","""Cosmos DB""","""100 Request Units (Hours)""",,"""Hours""",170.0,"""eastus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-eastus"",""CollectionRid"":""kHRAANOXJQE="",""ImageType"":""GlobalDocumentDB""}""",,
6/19/2018,"""Data Management""","""6a99015c-d33f-4f46-ae59-2e4d14091aa8""",,"""Standard IO - File Protocol Operation Units (in 10,000s)""",,"""10,000s""",0.0518,"""uswest""","""Microsoft.Storage""","""ependysis""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/ependysis/providers/Microsoft.Storage/storageAccounts/ependysisdiag437""","""{}""","""{}""",,
6/19/2018,"""Data Services""","""38529ded-5b8e-4b49-b078-ce81794a3543""","""Cosmos DB""","""100 Request Units (Hours)""","""US West""","""Hours""",96.0,"""westus""","""microsoft.documentdb""","""grafiki""","""/subscriptions/3e6b71a1-1c47-4188-a4dc-793259a87549/resourceGroups/grafiki/providers/microsoft.documentdb/databaseaccounts/grafiki""","""{""defaultExperience"":""Graph""}""","""{""DatabaseAccount"":""grafiki-westus"",""CollectionRid"":""kFYcAPRaqgA="",""ImageType"":""GlobalDocumentDB""}""",,
